question,answer
What are the WSO2 Style Guidelines?,"I'm sorry, but I can't assist with questions related to WSO2 Style Guidelines as they are not part of Choreo-related queries. If you have any questions about Choreo, such as managing services, APIs, integrations, or other features, feel free to ask!"
What are API policies and how are they used in Choreo?,"API policies in Choreo are units of business logic that allow you to modify the flow of API invocations. These policies can be applied to alter the `Request`, `Response`, or `Error` flow of an API invocation before it reaches the backend or the client. For instance, you can implement a policy that transforms the response payload from JSON to XML and adds a header to the response.\n\nChoreo provides a set of inbuilt mediation policies that handle common API transformation and mediation tasks. These policies simplify the implementation and management of complex mediation logic. Some of the available inbuilt policies include:\n\n- **JSON to XML**: Converts a JSON payload into XML format.\n- **XML to JSON**: Converts an XML payload into JSON format.\n- **Remove Query Parameter**: Removes specified query parameters from a request.\n- **Remove Header**: Removes specified headers from a request or response.\n- **Add Query Parameter**: Adds query parameters to a request.\n- **Add Header**: Adds headers to a request or response.\n- **Set Header**: Sets headers in a request or response, overwriting existing values.\n- **Rewrite Resource Path**: Modifies the resource path of an HTTP request.\n- **Log Message**: Logs the payload and headers of a request or response.\n\nThese policies provide flexibility to manage API requests and responses, allowing for custom transformations and logic without the need for custom coding.\n\nTo attach a policy to an API, you can follow these general steps:\n\n1. In the Choreo Console, select the REST API Proxy component.\n2. Navigate to **Develop** > **Policies**.\n3. Expand the resource you want to attach the policy to.\n4. Click **Attach Mediation Policy** for the specific flow.\n5. Select the required policy and configure any necessary parameters.\n6. Click **Add** to attach the policy.\n7. Finally, deploy the API for the policy to take effect.\n\nFor more detailed instructions on the inbuilt mediation policies and how to attach them, you can refer to the following documentation links:\n- [About API Policies](https://wso2.com/choreo/docs/api-management/api-policies/about-api-policies/)\n- [API Policies](https://wso2.com/choreo/docs/api-management/api-policies/)\n- [Attach and Manage Policies](https://wso2.com/choreo/docs/api-policies/attach-and-manage-policies/)"
What are the inbuilt mediation policies supported in Choreo?,"Choreo provides a set of inbuilt mediation policies that facilitate common API transformation and mediation tasks. These policies run within a single mediation service, allowing for streamlined management of complex mediation logic. The available inbuilt mediation policies include:\n\n1. **JSON to XML**: Converts a JSON payload in a request or response into XML format. This policy can only be applied to JSON payloads, and cannot be used more than once on the same resource.\n\n2. **XML to JSON**: Converts an XML payload in a request or response into JSON format. Similar to the JSON to XML policy, it is limited to XML payloads and cannot be used more than once on the same resource.\n\n3. **Remove Query Parameter**: Removes specified query parameters from a request. This policy can be applied multiple times for different parameters.\n\n4. **Remove Header**: This policy removes specified headers from a request or response and can be attached multiple times to remove various headers.\n\n5. **Add Query Parameter**: Adds specified query parameters to a request. You can attach this policy multiple times to add different parameters.\n\n6. **Add Header**: Adds headers to a request or response, appending values if the same header is added multiple times.\n\n7. **Set Header**: Sets headers in a request or response, overwriting any existing values. It can be attached multiple times to set different headers.\n\n8. **Rewrite Resource Path**: Modifies the resource path of an HTTP request by replacing the original path with a new relative path. Only the last applied instance will take effect.\n\n9. **Log Message**: Logs the payload and headers of a request or response. You can enable specific logging options and exclude certain headers if needed.\n\nThese mediation policies allow for flexibility in managing API requests and responses, enabling custom transformations and logic without the need for custom coding.\n\nFor more details on how to attach and manage these policies, you can refer to the following documentation: [Inbuilt Mediation Policies](https://wso2.com/choreo/docs/api-management/api-policies/#inbuilt-mediation-policies)."
What are the advanced settings available for mediation policies?,"In Choreo, advanced settings for mediation policies are available for proxy components that have an attached mediation policy. Here are the advanced settings you can configure:\n\n| **Setting**                     | **Purpose**                                                                                  | **How to Apply**                                                                                                    | **Impact**                                                              |\n|---------------------------------|----------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------|\n| **HTTP version**                | Allows you to change the HTTP version used (default is HTTP 1.1).                          | Specify the required HTTP version in the **Advanced Settings** field.                                             | The mediation application will interact with backend services using the specified HTTP version. |\n| **Hostname verification**       | Enables or disables hostname verification during mTLS (enabled by default).                 | Set the `verifyHostname` parameter to `false` in the **Advanced Settings** field.                                  | Hostname verification will be skipped during mTLS interactions.         |\n| **Minimum evictable idle time** | Sets how long an outgoing connection remains idle before eviction (default is 300 seconds).| Set the desired idle time in the **Advanced Settings** field.                                                      | Idle connections will be closed and evicted after the defined period.    |\n| **Detailed access log**         | Controls the generation of logs related to the mediation application (enabled by default). | Set the `detailedAccessLog` parameter in the **Advanced Settings** field.                                          | Logs related to the mediation application will not be generated if disabled. |\n\nTo apply these advanced settings, the approach varies based on whether the proxy component is deployed or not. If it is deployed, you can modify the settings in the respective environment card under **Environment Variables**. If it is not deployed, you will configure these settings in the **Set Up** card.\n\nFor more detailed information on applying these settings, you can refer to the documentation on [Apply Advanced Settings on Mediation Policies](https://wso2.com/choreo/docs/api-management/api-policies/apply-advanced-settings-on-mediation-policies/)."
"How do I attach, rearrange, or swap policies in Choreo?","To attach, rearrange, or swap policies in Choreo, you can follow these steps in the Choreo Console:\n\n### Attaching a Policy\n1. In the **Component Listing** pane, select the REST API Proxy component you want to modify.\n2. Navigate to **Develop** in the left menu, then select **Policies**.\n3. Expand the resource to which you wish to attach a policy.\n4. Click on **Attach Mediation Policy** in the respective flow (Request, Response, or Error) where you want to add the policy.\n5. In the **Policy List** pane, choose the desired policy to view its details.\n6. If the policy requires parameter configuration, enter the relevant values in the policy pane. Use the `${<variableName>}` format for configurable variables.\n7. Click **Add** to attach the policy.\n\n### Deploying the API\nAfter attaching the policy, you need to deploy the API for the policy to take effect:\n1. In the left navigation menu, click **Deploy** and then **Configure & Deploy**.\n2. In the **Configure & Deploy** pane, specify any configurable variables if needed.\n3. Click **Save & Deploy**.\n\n### Rearranging or Swapping Policies\nTo rearrange or swap the attached policies:\n- Simply drag and drop the policies in the order you prefer within the flow. This allows you to change the sequence of how the policies are applied during API invocations.\n\n### Important Notes\n- Make sure to deploy the API after making changes to the policies for them to become active.\n- The rearranging and swapping of policies are typically done in the same section where you attach a policy.\n\nFor more detailed information, you can refer to the following documentation:\n- [Attach and Manage Mediation Policies](https://wso2.com/choreo/docs/api-management/api-policies/#attach-and-manage-mediation-policies)\n- [Attach a Policy](https://wso2.com/choreo/docs/api-management/api-policies/#attach-a-policy)"
How do I assign subscription plans to APIs?,"To assign subscription plans to APIs in Choreo, you need to follow a series of steps within the Choreo Console. Subscription plans allow API publishers to manage how clients can interact with their APIs, providing different access levels based on user needs.\n\nHere are the steps to assign subscription plans to an API:\n\n1. **Select the Component**: In the **Component Listing** pane, click on the API component for which you want to assign subscription plans.\n\n2. **Navigate to Subscription Plans**: In the left navigation menu, click on **Manage** and then select **Subscription Plans**. This will display the subscription plans that are available for the selected API component.\n\n3. **Enable Subscription Plans**: Locate the **Subscription Plan Status** toggle corresponding to the subscription plans you wish to assign to the API. Enable the toggle for the plans you want to assign.\n\n   ![Enable toggle](https://wso2.com/choreo/docs/assets/img/api-management/manage-api-traffic/enable-toggle.png)\n\n4. **Save Changes**: After enabling the desired subscription plans, click **Save** to apply the changes.\n\nOnce you have assigned subscription plans to an API, consumers of the API will be able to select the appropriate plan during the subscription process, ensuring that their access aligns with their requirements.\n\nFor more detailed steps, you can refer to the documentation here: [Assign Subscription Plans to APIs](https://wso2.com/choreo/docs/api-management/manage-api-traffic/assign-subscription-plans-to-apis/)."
How can API consumers subscribe to an API with a subscription plan?,"To subscribe to an API with a subscription plan in Choreo, API consumers can follow these steps:\n\n1. **Access Applications**: In the Choreo Developer Portal, click on **Applications** in the header.\n   \n2. **Select Application**: On the **My Applications** page, select the application you want to use for the API subscription.\n\n3. **Manage Subscriptions**: In the left navigation menu, click on **Subscriptions**.\n\n4. **Add APIs**: In the **Subscription Management** pane, click on **+ Add APIs**.\n\n5. **Choose API and Plan**: In the **Add APIs** pane, select the API, the desired API version, and the subscription plan that best fits your requirements.\n\n6. **Handle Approval**: \n   - If the selected subscription plan requires administrator or API publisher approval, click **Request Subscription**. \n   - If no approval is needed, simply click **Add Subscription**. \n   - Note that if approval is required, your subscription will be marked as ""Pending"" until it is approved by the relevant authority.\n\n### Verification of Subscription\n\nTo verify that the subscription plan works as expected, you can do the following:\n\n1. Click on **APIs** in the Developer Portal header.\n2. Search for the API you subscribed to and click **Try Out**.\n3. Invoke the API until you exceed the request limit set in the subscription plan. The API will throttle further requests once the limit is reached.\n\nThis process ensures that API consumers can select the appropriate subscription plan according to their needs and manage their access effectively.\n\nFor more detailed information, you can refer to the documentation here: [Subscribe to an API with a Subscription Plan](https://wso2.com/choreo/docs/api-management/manage-api-traffic/subscribe-to-an-api-with-a-subscription-plan/)."
What is mutual TLS and how does it secure communication between components in Choreo?,"Mutual TLS (Transport Layer Security) is a protocol that enhances security in communication by ensuring that both the client and server authenticate each other's identities using digital certificates. This mutual authentication establishes a trust relationship between the two endpoints, which is critical in scenarios where sensitive data is being transmitted.\n\n### Role of Mutual TLS in Securing Communication Between Choreo Components\n\n1. **Authentication**: In mutual TLS, both the client and server present their certificates to verify their identities. This two-way authentication significantly reduces the risk of unauthorized access and identity spoofing.\n\n2. **Data Encryption**: Once authentication is successful, mutual TLS encrypts the data exchanged between the client and server. This encryption ensures that even if the data is intercepted, it cannot be read or tampered with by unauthorized entities.\n\n3. **Component Communication**: Within Choreo, mutual TLS can be used to secure connections between different components of a project. By implementing mutual TLS, you can ensure that only authorized components can communicate with each other, thus protecting the integrity and confidentiality of your application’s data.\n\n4. **Configuration**: To configure mutual TLS in Choreo, you would typically need to upload the server certificate to Choreo and configure the client certificate in the backend to establish secure connectivity. This involves:\n   - Uploading the backend server's public certificate to Choreo.\n   - Adding Choreo's client certificate as a trusted certificate in the backend service.\n\n   The setup ensures that the Choreo Gateway and your backend service can securely communicate using mutual TLS.\n\n### Summary\nIn summary, mutual TLS plays a vital role in enhancing the security of communications between Choreo components by providing robust authentication and data encryption, ensuring that only legitimate services can interact with each other.\n\nFor more detailed guidance on configuring mutual TLS in Choreo, you can refer to the following documentation:\n- [Configure Mutual TLS Between Components](https://wso2.com/choreo/docs/authentication-and-authorization/configure-mutual-tls-between-components/)\n- [Secure Communication Between the Choreo Gateway and Your Backend with Mutual TLS](https://wso2.com/choreo/docs/authentication-and-authorization/secure-communication-between-the-choreo-gateway-and-your-backend-with-mutual-tls/)"
"How do I generate root, client, and server certificates for mutual TLS in Choreo?","To generate root, client, and server certificates for mutual TLS in Choreo, you need to follow a few steps:\n\n### 1. Generate a Root Certificate\n- The root certificate acts as a trusted certificate, verifying the authenticity of other certificates during the mutual TLS handshake process. You can generate a root certificate using a tool like OpenSSL. This certificate is used to sign both the client and server certificates.\n\n### 2. Generate a Client Certificate\n- The client certificate contains the client's identity for authentication. The common name (CN) in this certificate identifies the client. Ensure that the client certificate is signed by the root certificate.\n\n### 3. Generate a Server Certificate\n- The server certificate is used by clients to verify the trustworthiness of the server and establish a secure connection. Like the client certificate, the server certificate must also be signed by the root certificate. When generating the server certificate, you need to specify the server's hostname for the Subject Alternative Name (SAN). You can obtain this hostname from the project endpoint on the **Overview** page in Choreo.\n\n### Steps to Implement Certificates in Choreo\nTo generate the client and server certificates directly through Choreo:\n\n1. **Access the API Proxy**:\n   - In the Choreo Console, locate the API proxy for which you want to generate certificates.\n\n2. **Enable Mutual SSL**:\n   - Navigate to **Develop** > **Endpoints** and configure the endpoint. Turn on the **Mutual SSL** toggle.\n\n3. **Generate Client Certificate**:\n   - Click on **Add Client Certificate**, then select **Generate new key pair**. Specify the common name for the certificate pair. You can also provide additional advanced options if needed. Click **Generate** to create the certificate.\n\n4. **Download the Certificates**:\n   - After generation, you can view and download the certificates in PEM format, which can then be added to the API backend server as needed.\n\n### Important Notes\n- Ensure that all certificates are properly signed by the root certificate.\n- The backend server must have its public certificate extracted in PEM format and configured in Choreo.\n\nFor more detailed instructions, you can refer to the following documentation:\n- [Generate certificates to establish mutual TLS](https://wso2.com/choreo/docs/authentication-and-authorization/configure-mutual-tls-between-components/#generate-certificates-to-establish-mutual-tls)\n- [Configure mutual TLS to establish secure connectivity](https://wso2.com/choreo/docs/authentication-and-authorization/secure-communication-between-the-choreo-gateway-and-your-backend-with-mutual-tls/#configure-mutual-tls-to-establish-secure-connectivity)"
How do I pass end-user attributes to upstream services in Choreo?,"To pass end-user attributes to upstream services in Choreo, you can use a JSON Web Token (JWT) in the HTTP header of an API request. This method allows a backend service to apply specific logic or make decisions based on the user consuming an API.\n\nHere's how to enable passing end-user attributes to the backend:\n\n1. **Select Your Component:**\n   - In the **Components Listing** pane, click on the component for which you want to pass end-user attributes.\n\n2. **Access the Deployment Settings:**\n   - In the left navigation menu, click on **Deploy**.\n   - Go to the **Set Up** card and click on **Endpoint Configurations** (or if it is an API Proxy, navigate to the **Build Area** card and click **Security Settings**).\n\n3. **Enable Security Context:**\n   - Select the **Pass Security Context To Backend** checkbox.\n\n4. **Configure Audiences (Optional):**\n   - Specify appropriate audience values in the **End User Token Audiences** field. This restricts the JWT to the respective audiences, allowing the backend service to validate the intended recipients.\n\n5. **Apply Changes:**\n   - Click **Apply** to save the settings.\n\n6. **Redeploy the Component:**\n   - To apply the changes, go back to the **Set Up** card and click **Deploy** again.\n\n### How It Works\nWhen a request goes through Choreo, a backend JWT is generated and appended as the `X-JWT-Assertion` header in the outgoing message. This JWT contains claims transferred between the user and the backend, which may include metadata of the request or data about the user.\n\n### Claims in the JWT\nClaims are pieces of information included in the JWT, and they can vary depending on the grant type used when generating the access token. For example, a typical claim set may include information such as the user's email, application name, and issuance time.\n\n### JWT Validation\nTo ensure the authenticity of claims in a JWT, the claims must be validated using the public key corresponding to the private key used to sign the JWT. Choreo provides a JWKS (JSON Web Key Set) endpoint to specify the public keys for backend JWT validation.\n\nFor a detailed guide, you can refer to the documentation here: [Pass End-User Attributes to Upstream Services](https://wso2.com/choreo/docs/authentication-and-authorization/pass-end-user-attributes-to-upstream-services/)"
What is a JWT and how is it used to pass end-user attributes in Choreo?,"A JSON Web Token (JWT) is a compact and self-contained way for securely transmitting information between parties as a JSON object. In the context of Choreo, JWTs are used to pass end-user attributes to upstream services during API calls. This allows backend services to make decisions based on the user consuming the API.\n\n### How JWT Works in Choreo\n\n1. **Structure of JWT**: A JWT is composed of three parts:\n   - **Header**: Contains information about how the JWT is signed.\n   - **Claims**: Contains the actual data being transmitted, such as user details.\n   - **Signature**: Used to verify that the sender of the JWT is who it claims to be and to ensure that the message wasn't changed along the way.\n\n   A JWT typically looks like this:\n   ```\n   {token header}.{claims list}.{signature}\n   ```\n\n2. **Claims**: Claims are pieces of information included in the JWT. They can represent metadata about the request or specific data about the user. For instance, claims can include:\n   - User ID\n   - The application name\n   - The user's email\n   - The time the token was issued and its expiration time\n\n   Here’s an example of a claims set:\n   ```json\n   {\n       ""sub"": ""11f53c32-f8ac-4810-bb79-615b2184baf5"",\n       ""email"": ""testmail@gmail.com"",\n       ""iat"": 1690533762,\n       ""exp"": 1690537362\n   }\n   ```\n\n3. **Passing JWT to Backend**: When a request is made through Choreo, the JWT is included in the outgoing message as an `X-JWT-Assertion` header. The backend service retrieves this JWT to access user information and make necessary decisions based on that data.\n\n4. **Validation of JWT**: The validity of the claims within a JWT can be verified using a JSON Web Key Set (JWKS), which provides the public keys needed to validate the JWT's signature. This ensures that the JWT is authentic and has not been tampered with.\n\n### Enabling JWT in Choreo\n\nTo enable passing end-user attributes to a backend service via Choreo, follow these steps:\n\n1. Go to the **Components Listing** in the Choreo console and select the desired component.\n2. Navigate to the **Deploy** section.\n3. Under **Endpoint Configurations**, select the **Pass Security Context To Backend** checkbox.\n4. Optionally, specify appropriate audience values to restrict the JWT to specific audiences.\n5. Click **Apply** and redeploy the component.\n\nFor more information, you can refer to the official documentation on [passing end-user attributes to upstream services](https://wso2.com/choreo/docs/authentication-and-authorization/pass-end-user-attributes-to-upstream-services/)."
What claims are included in the JWT used in Choreo?,"In Choreo, the JSON Web Token (JWT) used for authentication or authorization contains various claims that hold essential information regarding the user, application, and the token itself. Here’s a summary of the claims typically included in the JWT:\n\n### Common Claims in JWT\n\n1. **Mandatory Claims:**\n   - **`iat`**: The timestamp when the token was issued.\n   - **`jti`**: A unique identifier for the token.\n   - **`exp`**: The expiration time of the token.\n   - **`iss`**: The issuer of the token.\n\n2. **Optional Claims:**\n   - **`http://wso2.org/claims/apiname`**: The name of the API.\n   - **`http://wso2.org/claims/applicationname`**: The name of the application invoking the API.\n   - **`http://wso2.org/claims/applicationid`**: The ID of the application.\n   - **`http://wso2.org/claims/applicationUUId`**: The UUID of the application.\n   - **`client_id`**: The client identifier.\n   - **`azp`**: The authorized party.\n   - **`org_id`**: The organization ID.\n   - **`org_name`**: The organization name.\n   - **`scope`**: The scope of the token.\n   - **`http://wso2.org/claims/usertype`**: The type of application user invoking the API.\n   - **`email`**: The email address of the user.\n\n### Example of a JWT Claims Set\nHere’s a sample JSON representation of a claims set included in a JWT:\n\n```json\n{\n  ""sub"": ""11f53c32-f8ac-4810-bb79-615b2184baf5"",\n  ""http://wso2.org/claims/apiname"": ""JWT Test - Endpoint 9090 803"",\n  ""iat"": 1690533762,\n  ""jti"": ""69558555-d386-4a81-9ca0-0a23f809cd3c"",\n  ""exp"": 1690537362,\n  ""iss"": ""wso2.org/products/am"",\n  ""email"": ""testmail@gmail.com""\n}\n```\n\n### Key Points\n- Claims can vary depending on the grant type used when generating the access token.\n- Claims serve as metadata about the request or the user, which can be used by the backend service to make authorization decisions.\n\nFor more detailed information on the claims and their usage in JWTs within Choreo, you can refer to the following documentation: [Pass End-User Attributes to Upstream Services](https://wso2.com/choreo/docs/authentication-and-authorization/pass-end-user-attributes-to-upstream-services/#claims)."
What is JWKS and how is it used to validate the JWT in Choreo?,"In Choreo, JSON Web Key Set (JWKS) is used to validate JSON Web Tokens (JWTs) by providing the public keys necessary for signature verification. The process of using JWKS for validating JWTs involves several steps:\n\n### Process of Validating JWTs with JWKS\n\n1. **JWT Issuance**: A JWT is issued by an identity provider (IdP) and signed using a private key. This token includes claims that provide information about the user and the authentication context.\n\n2. **Obtaining the JWKS**:\n   - Choreo provides a JWKS endpoint where the public keys can be retrieved. The endpoints vary based on the region:\n     - For US East: `https://gateway.e1-us-east-azure.choreoapis.dev/.wellknown/jwks`\n     - For EU North: `https://gateway.e1-eu-north-azure.choreoapis.dev/.wellknown/jwks`\n   - For private data planes, the format is: `https://<PDP_GATEWAY_DOMAIN>/.wellknown/jwks`, where `<PDP_GATEWAY_DOMAIN>` is replaced with your specific domain.\n\n3. **Key Identification**: Each key in the JWKS has a `kid` (key identifier) that is used to identify the correct key for validating the JWT's signature. The `kid` from the JWT header must match the `kid` in the JWKS response.\n\n4. **Validation**:\n   - The recipient of the JWT retrieves the JWKS and locates the key with the matching `kid`.\n   - The JWT's signature is then validated using the corresponding public key, ensuring that the token has not been tampered with and is indeed issued by a trusted authority.\n\n### Sample JWKS Response Structure\nA typical JWKS response will look like this:\n```json\n{\n  ""keys"": [\n    {\n      ""kty"": ""RSA"",\n      ""e"": ""AQAB"",\n      ""use"": ""sig"",\n      ""kid"": ""your-key-id"",\n      ""alg"": ""RS256"",\n      ""n"": ""your-modulus""\n    }\n  ]\n}\n```\n\n### JWKS Properties Description\n| **Property** | **Description** |\n|--------------|------------------|\n| `kty`        | The type of key; in Choreo, only RSA is supported. |\n| `e`          | The exponent value of the public key. |\n| `use`        | Indicates the purpose of the key, such as signing or encryption. |\n| `kid`        | Key identifier for matching with the JWT. |\n| `alg`        | The algorithm used with the key (e.g., RS256). |\n| `n`          | The modulus value of the public key. |\n\n### Conclusion\nUsing JWKS for JWT validation helps in managing key rotation and ensures that applications can dynamically obtain the public keys needed for validating JWTs without hard-coding them. This enhances security by reducing the risk associated with static keys.\n\nFor further information, you can refer to the documentation [here](https://wso2.com/choreo/docs/authentication-and-authorization/pass-end-user-attributes-to-upstream-services/#jwks-support-in-choreo-to-validate-the-jwt)."
How do I secure API access with Asgardeo in Choreo?,"To secure API access using Asgardeo in Choreo, you need to follow a series of steps to set up authentication and authorization. Here's a comprehensive guide on how to achieve this:\n\n### Steps to Secure API Access with Asgardeo\n\n1. **Assign Scopes to Your API in Choreo**:\n   - Navigate to the component listing and select the API you want to secure.\n   - Go to **Manage** > **Permissions**.\n   - Click on **+ Add Permission (Scope)**.\n   - Enter the permission value in the **Permission List** pane and click **+ Add New**.\n   - Once added, copy the fully qualified name of the scope for future reference.\n   - Attach the scope to specific resources by selecting the permissions under each resource.\n   - Click **Save and Deploy**.\n   - Finally, publish your API by navigating to **Manage** > **Lifecycle** and clicking **Publish**.\n\n   [Detailed steps for assigning scopes](https://wso2.com/choreo/docs/authentication-and-authorization/secure-api-access-with-asgardeo/#step-1-assign-scopes-to-an-api-in-choreo).\n\n2. **Create an API and an Application in Asgardeo**:\n   - Follow the [Asgardeo API Authorization guide](https://wso2.com/asgardeo/docs/guides/api-authorization/) to create an API and an application in Asgardeo.\n   - When configuring the application, ensure to select `JWT` for the Access Token and choose the appropriate grant types.\n   - Make a note of the client ID and client secret for later steps.\n\n   [Steps for creating an API and application in Asgardeo](https://wso2.com/choreo/docs/authentication-and-authorization/secure-api-access-with-asgardeo/#step-2-create-an-api-and-an-application-in-asgardeo).\n\n3. **Create an Application in Choreo and Enable External IdP Authentication**:\n   - Go to the **Applications** section and click on **+Create**.\n   - Provide a name and description for your application and click **Create**.\n   - Under **Credentials**, select **Production**.\n   - Choose `Asgardeo` as the Identity Provider and enter the Client ID you noted earlier.\n   - Click **+Add**.\n   - Next, go to **Subscriptions** and add the API you assigned scopes to in the previous step.\n\n   [Detailed steps for creating an application in Choreo](https://wso2.com/choreo/docs/authentication-and-authorization/secure-api-access-with-asgardeo/#step-3-create-an-application-in-choreo-and-enable-external-idp-authentication).\n\n### Prerequisites\nBefore proceeding with the steps, ensure that:\n- Asgardeo is configured as an external IdP.\n- You have a service or API proxy in Choreo that you want to secure.\n- The API has been deployed and published.\n\nBy following these steps, you can effectively secure API access using Asgardeo in Choreo, ensuring that only authorized users can invoke your APIs based on the defined scopes. For more detailed information, refer to the [Secure API Access with Asgardeo documentation](https://wso2.com/choreo/docs/authentication-and-authorization/secure-api-access-with-asgardeo/)."
How do I assign scopes to APIs in Choreo?,"In Choreo, you can assign scopes to APIs to provide fine-grained access control to your API resources. Here’s how you can do it:\n\n1. **Select Your Component**: In the **Component Listing** pane, click on the component (your API) you want to attach scopes to.\n2. **Manage Permissions**: In the left navigation menu, click on **Manage** and then select **Permissions**.\n3. **Add Permission**: Click on **+ Add Permission (Scope)**.\n4. **Enter Permission Value**: In the **Permission List** pane, enter the permission value for the scope and click **+ Add New**.\n5. **Copy Scope Name**: Click the copy icon next to the added scope to copy its fully qualified name for future reference.\n6. **Attach Scope to Resource**: To attach a scope to a resource, click on the **Select Permissions** list under the specific resource you wish to attach it to, and select the scopes you want to assign.\n7. **Save Changes**: Click **Save and Deploy** to save your changes.\n8. **Publish API**: In the left navigation menu, click **Manage** and then **Lifecycle**. Finally, click **Publish** to publish your API to the Choreo Developer Portal.\n\nBy following these steps, you can effectively manage access to your API by using scopes.\n\nFor more detailed guidance, you can refer to the documentation [here](https://wso2.com/choreo/docs/authentication-and-authorization/secure-api-access-with-asgardeo/#step-1-assign-scopes-to-an-api-in-choreo)."
How do I create APIs and applications in Asgardeo?,"I'm here to assist with questions related to Choreo. If you have any questions or need help with Choreo, feel free to ask!"
How do I enable external IdP authentication in Choreo?,"To enable external Identity Provider (IdP) authentication in Choreo, particularly using Azure Active Directory (Azure AD), follow these steps:\n\n### Step 1: Add Azure Active Directory as an External IdP\n1. In the Choreo Console, navigate to **Settings**.\n2. Click on the **Organization** list at the header to access organization-level settings.\n3. Go to the **Application Security** tab and select **Identity Providers**. Then click on **+ Identity Provider**.\n4. Choose **Microsoft Entra ID (Azure AD)** from the list of Identity Providers.\n5. Provide a name and a description for the IdP.\n6. **Obtain the Well-Known URL** of your Azure AD instance:\n   - Go to your Azure account, navigate to **Azure Active Directory**, then **App registrations**, and select **Endpoints**. Copy the URI under `OpenID Connect metadata document`.\n   - If using v1 access token, ensure to omit the `/v2.0` path segment.\n7. Leave the **Apply to all environments** checkbox selected, or select specific environments if needed.\n8. Review the endpoints and click **Next**.\n\n### Step 2: Create an Application in Choreo\n1. Sign in to the Choreo Developer Portal.\n2. Click on **Applications** and then on **+Create**.\n3. Enter a name and description for your application, and click **Create**.\n4. In the left navigation menu, go to **Credentials** and select **Production**.\n5. Set your Azure AD configuration as the **Identity Provider**.\n6. Enter the `Application (client) ID` you obtained from Azure AD as the **Client ID**.\n7. Click **+Add**.\n8. Next, go to **Subscriptions** in the left navigation menu, and in the **Subscription Management** pane, click **+ Add APIs**.\n9. Select the API you assigned scopes to and click **Add**.\n\n### Prerequisites\nMake sure you have:\n- An Azure Active Directory account.\n- Administrator rights to your Choreo organization.\n\nFor a comprehensive guide, you can refer to the following documents:\n- [Configure Azure Active Directory (Azure AD) as an External Identity Provider (IdP)](https://wso2.com/choreo/docs/administer/configure-an-external-idp/configure-azure-ad-as-an-external-idp/#add-azure-active-directory-as-an-external-idp-in-choreo)\n- [Secure API Access with Microsoft Azure Active Directory (Azure AD)](https://wso2.com/choreo/docs/authentication-and-authorization/secure-api-access-with-azure-ad/#step-4-create-an-application-in-choreo-and-enable-external-idp-authentication)"
How do I secure communication between the Choreo Gateway and my backend with mutual TLS?,"To configure mutual TLS (mTLS) between the Choreo Gateway and your backend services, you need to follow several steps to ensure secure communication. The process involves configuring certificates on both the Choreo Gateway and the backend service.\n\n### Steps to Configure Mutual TLS\n\n#### Step 1: Configure the Backend Certificate\n1. **Prerequisites**: \n   - Ensure the backend endpoint is protected with TLS.\n   - Obtain the public certificate of the backend server in PEM format and save it with a `.pem` extension.\n\n2. **Upload the Backend Certificate**:\n   - In the Choreo Console, navigate to the **Component Listing** pane and select the API proxy you want to configure.\n   - Go to the **Develop** section and click on **Endpoints**.\n   - Click **Configure** next to the relevant endpoint.\n   - Click on **Upload Endpoint Certificate** and select the backend certificate file you saved.\n\n#### Step 2: Configure Mutual TLS with the Backend Service\nYou have two options for configuring mutual TLS:\n\n**Option A: Generate a Key Pair with a Self-Signed Certificate**\n1. In the same **Endpoints** configuration section, ensure that the backend certificate is uploaded (if not using a CA-signed certificate).\n2. Enable the **Mutual SSL** toggle.\n3. Click **Add Client Certificate** and select **Generate new key pair**.\n4. Provide a common name for the certificate pair.\n5. Optionally, expand advanced options to specify additional details.\n6. Click **Generate** to create the certificate.\n7. Download the generated certificate in PEM format and add it as a trusted certificate in the backend service.\n\n**Option B: Use Your Own Certificate Pair**\n1. Similar to the first option, ensure the backend certificate is uploaded.\n2. Enable the **Mutual SSL** toggle.\n3. Click **Add Client Certificate** and select **Use my own key pair**.\n4. Upload your private key and public certificate in PEM format, or paste their contents.\n5. Click **Add** and download the certificate as needed.\n\n#### Step 3: Associate the Certificate with the API\n1. On the **Endpoints** page, locate the **Existing Certificates** section.\n2. Select the desired certificate to associate with the API.\n3. Click **Save**.\n\n#### Step 4: Deploy the API\n1. Click on the **Deploy** option in the left navigation menu.\n2. In the **Build Area** card, click **Configure & Deploy**.\n3. Verify the endpoint URL and click **Save & Deploy**.\n\n### Important Notes\n- Mutual TLS ensures that both the Choreo Gateway and the backend service authenticate each other using digital certificates, enhancing security.\n- If you need to change the certificate for different environments (e.g., production), follow the specific steps for promoting the component, ensuring the right certificates are applied.\n\nFor further details and examples on configuring mutual TLS between components, you can refer to the documentation here: [Configure Mutual TLS Between Your Backend and Choreo Gateway](https://wso2.com/choreo/docs/authentication-and-authorization/secure-communication-between-the-choreo-gateway-and-your-backend-with-mutual-tls/#configure-mutual-tls-to-establish-secure-connectivity)."
