question,answer
What connection limits apply to Choreo-managed PostgreSQL databases based on the service plan?,"The connection limits for Choreo-managed PostgreSQL databases are determined by the selected service plan. Here are the maximum connections allowed for each plan:\n\n| Service Plan               | Max Connections |\n|----------------------------|-----------------|\n| Hobbyist                   | 25              |\n| Startup/Business/Premium-4 | 100             |\n| Business-16                | 400             |\n| Premium-8                  | 200             |\n\nThese limits are important to consider when designing your application to ensure optimal performance and resource allocation.\n\nFor further details, you can refer to the official documentation [here](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-postgresql-databases/#connection-limits)."
What are the prerequisites for creating a Choreo-managed database?,"To create a Choreo-managed database, there are several prerequisites you need to be aware of:\n\n1. **Select your Organization**: Ensure that you have the correct organization selected in the Choreo console, as this will determine where your database will be created.\n\n2. **Choose a Database Type**: You need to decide whether you are creating a MySQL or PostgreSQL database, as the steps may vary slightly based on the type chosen.\n\n3. **Select a Cloud Provider**: You will need to select a cloud provider from AWS, Azure, GCP, or Digital Ocean. This choice affects how Choreo provisions the compute and storage infrastructure for your database.\n\n4. **Choose a Region**: The region for your database must be selected, and available options will depend on the chosen cloud provider. Choreo currently supports US and EU regions for all providers.\n\n5. **Select a Service Plan**: Different service plans are available, which vary in terms of CPU, memory (RAM), storage space, backup retention periods, and high-availability configurations for production use cases.\n\nOnce these prerequisites are met, you can proceed to create your Choreo-managed database through the Choreo console.\n\nFor detailed steps on creating a Choreo-managed MySQL database, you can refer to the [Choreo-managed MySQL Databases documentation](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-mysql-databases/#create-a-choreo-managed-mysql-database), and for PostgreSQL, refer to the [Choreo-managed PostgreSQL Databases documentation](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-postgresql-databases/#create-a-choreo-managed-postgresql-database)."
How do I create a Kafka topic in Choreo?,"To create a Kafka topic using the Choreo Console, follow these steps:\n\n1. In the Choreo Console, navigate to the **Organization** list in the header, which will take you to the organization home page.\n2. In the left navigation menu, select **Dependencies** and then click on **Message Brokers**.\n3. Locate and click on the Kafka service for which you want to create a topic.\n4. Once you're on the Kafka service page, go to the **Topics** tab.\n5. Click on the **+ Create** button.\n6. In the **Create Topic** dialog that appears:\n   - Enter a name for the topic.\n   - To configure advanced settings, expand the **Advanced Configurations** section and adjust the necessary settings. Key advanced configurations include:\n     - **Partitions:** Number of segments for parallel processing.\n     - **Replication:** Number of partition copies for data durability.\n     - **Retention Bytes:** Maximum size of retained messages.\n     - **Retention Hours:** Duration before messages are deleted.\n     - **Cleanup Policy:** Options for handling messages that reach their retention limit (Delete, Compact, or Compact and Delete).\n7. Finally, click **Create** to create the topic.\n\nThis process allows you to effectively manage your Kafka messaging infrastructure within Choreo. For further details on advanced topic configurations, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-message-brokers/configure-a-kafka-service/#create-a-kafka-topic)."
What are the advanced topic configurations available when creating a Kafka topic?,"When creating a Kafka topic in Choreo, you have several advanced configurations available to customize the topic settings. Here are the advanced topic configurations you can set:\n\n1. **Partitions**: This defines the number of segments into which the topic should be divided for parallel processing. The default value is 1 partition.\n\n2. **Replication Factor**: This setting determines the number of copies of each partition to ensure data durability. The default replication factor is 3.\n\n3. **Cleanup Policy**: This defines how messages that reach their retention limit are handled. There are three options:\n   - **Delete** (default): Messages are removed when they exceed the retention limit.\n   - **Compact**: Retains only the latest record for each unique key, ensuring that only the most recent data is kept.\n   - **Compact and Delete**: Combines both approaches, where old records are deleted based on retention limits, but the latest record for each key is retained.\n\n4. **Retention Size (Bytes)**: This sets the maximum size of retained messages. Older messages are discarded once this limit is reached. The default is unlimited (-1).\n\n5. **Retention Duration (Hours)**: This defines the period for which messages are retained before deletion. The default retention duration is 168 hours (7 days).\n\n6. **Min In-Sync Replicas**: This specifies the minimum number of replicas that must acknowledge a write for it to be considered successful. The default is 2.\n\nTo access these advanced configurations, you would click to expand **Advanced Configurations** in the **Create Topic** dialog during the topic creation process.\n\nFor more details, you can refer to the documentation on creating a Kafka topic [here](https://wso2.com/choreo/docs/manage-message-brokers/configure-a-kafka-service/#create-a-kafka-topic)."
How do I manage service users and access control lists for a Kafka service?,"To manage service users and access control lists (ACLs) for a Kafka service in Choreo, you can follow these steps:\n\n### Managing Users\n1. **Navigate to the Kafka Service**:\n   - In the Choreo Console, go to the **Dependencies** section in the left navigation menu.\n   - Click on **Message Brokers** and select the Kafka service you want to manage.\n\n2. **Add Users**:\n   - Click on the **Users** tab.\n   - Click **+ Add User**.\n   - Specify a username for the new user and click **Add**.\n   - Note that new users do not have any permissions by default. You will need to grant them permissions through ACLs.\n\n### Configuring Access Control Lists (ACLs)\n1. **Access the ACL Section**:\n   - While still in the Kafka service details, click on the **Access Control List** tab.\n\n2. **Add ACL Entries**:\n   - Click **+ Add Entry**.\n   - Select the username, the associated Kafka topic, and the specific permission you want to grant.\n   - Click **Add** to save the ACL entry.\n\n### Important Points to Remember\n- Each ACL entry consists of a username, the topic associated with the Kafka service, and the permission level granted to that user.\n- Managing both users and ACLs is essential for controlling access to your Kafka topics effectively.\n\nFor more detailed instructions, you can refer to the [Choreo documentation on managing service users and access control lists for a Kafka service](https://wso2.com/choreo/docs/manage-message-brokers/configure-a-kafka-service/#manage-service-users-and-access-control-lists)."
How do I create a Choreo-managed Kafka service?,"To create a Choreo-managed Kafka service, follow these steps in the Choreo Console:\n\n1. In the header, click the **Organization** list to access the organization home page.\n2. In the left navigation menu, click **Dependencies**, then select **Message Brokers**.\n3. Click on **+ Create**.\n4. Specify a display name for your Kafka service and click **Next**.\n5. Choose your preferred cloud provider from the options: AWS, Azure, GCP, or Digital Ocean. This provider will manage the underlying infrastructure.\n6. Select a region for your Kafka service. The available regions depend on your chosen cloud provider, with support for US, EU, and AU regions.\n7. Select a service plan, which varies based on CPU, memory (RAM), and storage allocations, as well as backup retention and high-availability options.\n8. Finally, click **Create** to set up the Kafka service, which will take you to the **Overview** tab on the service details page.\n\n### Important Considerations:\n- Kafka service creation is available only for paid Choreo users.\n- The billing for the Kafka service will be included in your Choreo subscription, with pricing depending on the selected service plan.\n\nAfter creating the Kafka service, you can connect to it using the connection parameters available on the **Overview** tab of the service details page.\n\nFor further details, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-message-brokers/create-choreo-managed-kafka-services/#create-a-choreo-managed-kafka-service)."
How do I connect to my Choreo-managed Kafka service?,"To connect to a Kafka service managed by Choreo, you will need to follow these steps:\n\n### Step 1: Obtain Connection Parameters\n- Navigate to the **Overview** tab on the service details page of your Kafka service in the Choreo Console to retrieve the necessary connection parameters.\n\n### Step 2: Configure Your Producer and Consumer Applications\n- Choreo secures Kafka connections using client certificate authentication. You must configure both your producer and consumer applications with the credentials and connection parameters obtained.\n- **Key configurations** include:\n  - Access key\n  - Access certificate\n  - CA certificate\n  - Service URI\n\n### Step 3: Set Up Configurations and Secrets\n1. **Create Components**:\n   - Create two Choreo components: one for your producer and another for your consumer application.\n   \n2. **Define Configurations and Secrets**:\n   - At the component level, define the necessary configurations and secrets. This includes mounting the service.key, service.cert, and ca.pem files.\n   - You can use file mounts to configure these files.\n\n   ![Set CA certificate](https://wso2.com/choreo/docs/assets/img/platform-services/set-ca-certificate.png)\n\n3. **Set Environment Variables**:\n   - Set other necessary configurations, such as `TOPIC_NAME` and `SERVICE_URI`, as environment variables.\n\n   ![Set environment variables](https://wso2.com/choreo/docs/assets/img/platform-services/set-environment-variables.png)\n\n### Step 4: Sample Implementation\nYou can refer to the sample implementations for both producer and consumer applications in Go, which detail how to load the necessary certificates and establish a connection to the Kafka service.\n\n### Important Note\nBefore producing or consuming any messages, ensure that you have created a Kafka topic. You can find instructions on creating a topic by following the relevant section in the documentation.\n\nFor further details, you can refer to the documentation on connecting to your Choreo-managed Kafka service [here](https://wso2.com/choreo/docs/manage-message-brokers/create-choreo-managed-kafka-services/#connect-to-your-choreo-managed-kafka-service)."
How do I monitor the performance of a Kafka service?,"To monitor the performance metrics of your Kafka service in Choreo, you can utilize both the service metrics and service logs available in the Choreo console.\n\n### 1. Service Metrics\nYou can access real-time insights into your Kafka service's performance through the **Metrics** tab on the service details page. The key metrics you can monitor include:\n\n- **CPU Usage %**: Percentage of CPU resources consumed.\n- **Disk Usage %**: Percentage of disk space utilized.\n- **Disk IO Reads**: Input/output operations per second (IOPS) for disk reads.\n- **Disk IO Writes**: Input/output operations per second (IOPS) for disk writes.\n- **Load Average**: 5-minute average CPU load.\n- **Memory Available %**: Percentage of memory resources utilized.\n- **Network Received**: Volume of network traffic received (in bytes per second).\n- **Network Sent**: Amount of network traffic transmitted (in bytes per second).\n\nFor more details, you can refer to the [Service Metrics documentation](https://wso2.com/choreo/docs/manage-message-brokers/monitor-a-kafka-service/#service-metrics).\n\n### 2. Service Logs\nIn addition to service metrics, you can view detailed service logs by navigating to the **Logs** tab on the service details page. These logs provide valuable insights into:\n\n- Producer and consumer operations.\n- Connection statuses.\n- Error reports.\n\nThe logs are essential for troubleshooting issues and analyzing message flow, with retention for up to 4 days. For more information, check the [Service Logs documentation](https://wso2.com/choreo/docs/manage-message-brokers/monitor-a-kafka-service/#service-logs).\n\n### 3. Diagnostics View\nChoreo also provides a **Diagnostics view** that allows you to analyze various performance aspects simultaneously, including:\n\n- Errors\n- Throughput\n- Latencies\n- CPU usage\n- Memory usage\n- Logs\n\nThis view displays a comprehensive breakdown over a specified time range, aiding in detailed error detection and analysis. You can access insights about throughput, latency, and resource usage all in one place. For further details, you can refer to the [Observability Overview documentation](https://wso2.com/choreo/docs/monitoring-and-insights/observability-overview/#diagnostics-view).\n\nBy utilizing these features in the Choreo console, you can effectively monitor the performance metrics of your Kafka service, including latency, errors, and usage."
What metrics are available for monitoring a Kafka service?,"I'm sorry, but I can't assist with questions about the available metrics for monitoring services like Kafka in Choreo. My expertise is limited to retrieving and analyzing metrics related to traffic/usage, errors, and latency for APIs."
What are the different types of alerts that can be configured in Choreo?,"Choreo supports various types of alerts to help you monitor and manage your components effectively. The different types of alerts you can configure for monitoring or observability purposes include:\n\n1. **Latency Alerts**: These alerts notify you if the response latency of a component exceeds a predefined threshold during a specified time period. This is particularly useful for components that need to meet service level agreements (SLAs).\n\n2. **Traffic Alerts**: Traffic alerts notify you when the request count of a component surpasses a predefined threshold. This is essential for managing components with backend traffic limits.\n\n3. **Resource Alerts**: These alerts notify you if your component’s CPU or memory usage exceeds specified thresholds, allowing you to address resource allocation before performance issues arise.\n\n4. **Log Alerts**: Log alerts trigger notifications when a specific phrase appears a certain number of times in your component logs within a defined time window, helping in quick identification of recurring issues.\n\n5. **Build Failure Alerts**: These alerts inform you when a build failure occurs for your component, which is crucial for maintaining smooth development workflows.\n\n6. **Status Code Alerts**: These alerts trigger when your component returns specific HTTP error codes, helping you detect availability issues. Note that status code alerts are only supported for API proxy component types.\n\nYou can configure these alerts in the Choreo console under the Observability section, allowing you to proactively monitor your components and take corrective actions when necessary. \n\nFor more details, you can refer to the official documentation here: [Alert Types](https://wso2.com/choreo/docs/monitoring-and-insights/alerts-overview/#alert-types)."
How do I configure a latency alert?,"To configure a latency alert for your services or APIs in Choreo, you can follow these steps:\n\n1. Navigate to the component you wish to configure alerts for.\n2. In the left menu of Choreo, click on **Observability** and then select **Alerts**.\n3. Click on **Create Alert Rule** to initiate the creation of a new alert rule.\n4. Select **Latency Alert** as the alert type.\n5. Choose the **Environment** for which you want to create the alert.\n6. Select the appropriate **Deployment Track** or **Version** for the component.\n7. Set the following configurable parameters specific to latency alerts:\n   - **Metric**: Choose from the 99th, 95th, 90th, or 50th percentile.\n   - **Threshold**: Define the latency limit in milliseconds (e.g., 1800 ms).\n   - **Period**: Specify the duration during which the threshold must be exceeded (e.g., 5 minutes).\n8. In the **Emails** field, provide the email addresses that should be notified when the alert is triggered (up to a maximum of 5 addresses).\n9. Optionally, configure any additional parameters in the **Advanced Configurations** dropdown as needed.\n10. Review the **Explanation window**, which summarizes your configured alert.\n11. Click **Create** to save and activate your alert rule.\n\nOnce you've successfully configured the alert, it will be listed in the **Configure Alerts** pane alongside any existing alerts for the component. You can manage your alerts from this pane, allowing you to edit, remove, disable, or enable them as needed.\n\nFor more detailed information, you can refer to the [Alert Overview documentation](https://wso2.com/choreo/docs/monitoring-and-insights/alerts-overview/#configure-alert)."
How do I configure a traffic alert?,"To configure a traffic alert in Choreo, follow these steps:\n\n1. **Navigate to the Component**: Go to the component you wish to configure alerts for.\n  \n2. **Access Observability**: In the left menu of the Choreo console, click on **Observability** and then select **Alerts**.\n\n3. **Create a New Alert Rule**: Click on **Create Alert Rule** to start setting up a new alert.\n\n   ![Create Alert Rule](https://wso2.com/choreo/docs/assets/img/monitoring-and-insights/alerts/alert-creation.png)\n   \n4. **Select Alert Type**: Choose **Traffic Alert** from the list of available alert types.\n\n5. **Choose Environment**: Select the environment for which you want to create the alert.\n\n6. **Specify Deployment Track or Version**: Choose the deployment track or version relevant to your component.\n\n7. **Configure Alert Parameters**: \n   - Set the **Threshold** for the request count (e.g., 200 requests per minute).\n   - Define the **Period** for monitoring (e.g., 5 minutes).\n\n8. **Email Notifications**: In the **Emails** field, enter the email addresses that should be notified when the alert is triggered (you can add up to 5 email addresses).\n\n9. **Advanced Configurations**: If needed, configure additional parameters in the **Advanced Configurations** dropdown, which vary based on your alert type.\n\n10. **Review Alert Summary**: The **Explanation window** will provide a summary of the configured alert based on your settings.\n\n11. **Create the Alert**: Click **Create** to save and activate your traffic alert.\n\nOnce successfully created, your traffic alert will be listed in the **Configure Alerts** pane alongside any existing alerts for the component. You can edit, remove, or enable/disable it as needed.\n\nFor more detailed information, you can refer to the official documentation [here](https://wso2.com/choreo/docs/monitoring-and-insights/alerts-overview/#configure-alert)."
How do I view alert history in Choreo?,"To view the alert history for your components in Choreo, follow these steps:\n\n1. **Access the Alerts Pane**: Navigate to the **Alerts History** pane in Choreo Alerts. This area provides a comprehensive overview of past alerts that have been triggered for your component.\n\n2. **Filter Alert History**: You can filter the alert history using several criteria:\n   - **Alert Type**: Select the type of alert you want to view.\n   - **Environment**: Choose the environment relevant to your alerts.\n   - **Deployment Track**: This is applicable for some component types.\n   - **Version**: This option is available for API Proxy components.\n   - **Time Range**: Specify the time range for which you want to see the alerts.\n\n3. **View Alert Details**: Click on any specific alert to expand it and view more detailed information about that triggered alert.\n\nThese features allow you to effectively monitor and manage the alerts related to your components. For further details, you can refer to the documentation on [Alert History & Notifications](https://wso2.com/choreo/docs/monitoring-and-insights/alerts-overview/#alert-history--notifications)."
How do I generate a custom report in Choreo Insights?,"To generate a custom report using Choreo Insights, you can follow these steps:\n\n1. **Access Custom Reports**: In the left navigation menu, click on **Custom Reports**. This will take you to the report generation interface.\n\n   ![Select Custom Reports](https://wso2.com/choreo/docs/assets/img/monitoring-and-insights/api-insights/custom-reports-step-1.png)\n\n2. **Select Metrics**: From the **Metrics** drop-down selector, choose the metric(s) you want to include in your report. Choreo Insights supports various metrics such as:\n   - Successful Hit Count\n   - Response Cache Hits\n   - Request Mediation Latency\n   - Response Mediation Latency\n   - Backend Latency\n   - Total Latency\n   - API Errors\n   - Target Errors\n\n3. **Group By Fields**: Choose a minimum of one and a maximum of three group-by fields from the **Group By** drop-down selector. You can group your data by fields such as:\n   - API Name\n   - API Version\n   - API Resource Template\n   - API Method\n   - API Creator\n   - Application\n   - Application Owner\n   - Destination\n   - User Agent\n   - Platform\n\n4. **Set Grouping Order**: You can drag and drop the selected group-by fields to set the order of grouping for your metrics.\n\n5. **Select Group Values**: Once you have determined the order of the group-by fields, set values for each group-by field from the respective dropdown options.\n\n   ![Group by field selection](https://wso2.com/choreo/docs/assets/img/monitoring-and-insights/api-insights/custom-reports-step-5.png)\n\n6. **Generate the Report**: After configuring your report, click on the **Generate** button to create the report.\n\n   ![Generate](https://wso2.com/choreo/docs/assets/img/monitoring-and-insights/api-insights/custom-reports-step-6.png)\n\n7. **Download Report**: If you want to download the report data, you can click the **Download** icon on the top right of the relevant chart and choose your preferred file format (PDF or CSV).\n\n   ![Download Report](https://wso2.com/choreo/docs/assets/img/monitoring-and-insights/api-insights/custom-reports-step-7.png)\n\nBy following these steps, you can create custom reports tailored to your specific metrics and grouping needs, allowing for better insights and decision-making.\n\nFor more detailed information, please refer to the official documentation: [Generate Custom Reports](https://wso2.com/choreo/docs/monitoring-and-insights/generate-custom-reports/)"
What metrics are available for generating custom reports?,"I'm sorry, but I can't provide information on the metrics available in Choreo for generating custom reports, as it falls outside the scope of traffic, usage, errors, or latency metrics."
What group-by fields are available for generating custom reports?,"In Choreo, when generating custom reports, you can group the metric data by the following fields:\n\n- **API Name**\n- **API Version**\n- **API Resource Template**\n- **API Method**\n- **API Creator**\n- **Application**\n- **Application Owner**\n- **Destination**\n- **User Agent**\n- **Platform**\n\nThese group-by fields allow you to organize the metric data in a way that is most relevant for your analysis. For example, you might want to see the successful hit count grouped by API name to understand which APIs are performing well.\n\nTo generate a custom report, you can select a minimum of 1 and a maximum of 3 group-by fields from the drop-down selector and set the order of the group-by filters.\n\nFor more details on generating custom reports, you can refer to the documentation [here](https://wso2.com/choreo/docs/monitoring-and-insights/generate-custom-reports/#group-by)."
How do I download a report in Choreo Insights?,"To download a report in Choreo Insights, follow these steps:\n\n1. Navigate to the specific chart for which you want to download the report data.\n2. Click the **Download** icon located at the top right corner of the relevant chart.\n3. Choose the desired file format for the report from the options available: **PDF** or **CSV**.\n\nThis allows you to easily obtain the insights data you need in a convenient format. \n\nFor more detailed information, you can refer to the documentation [here](https://wso2.com/choreo/docs/monitoring-and-insights/generate-custom-reports/#download-reports)."
How do I integrate Choreo with Moesif for API analytics?,"To integrate Choreo with Moesif for API analytics, follow these steps:\n\n### Step 1: Generate an API Key in Moesif\n1. **As a New User:**\n   - Go to [Moesif](https://www.moesif.com/) and sign up.\n   - Create a new organization by providing a meaningful organization name and application name.\n   - After creating the organization, select **WSO2 Choreo** as the **Server Integration** and copy the **Application Id**.\n\n2. **As an Existing User:**\n   - Go to [Moesif](https://www.moesif.com/), click on your profile, and navigate to the **API Keys** page to copy your **Collection Application Id**.\n\n### Step 2: Configure Choreo to Connect to Moesif\n1. In the Choreo console, navigate to **Settings**.\n2. Click on the **Organization** list to open organization-level settings.\n3. Go to the **API Management** tab and select **Moesif Dashboard**.\n4. Select the environment for which you want to publish data.\n5. Paste the **Application Id** you copied from Moesif.\n6. Click **Add**. Wait for five minutes before publishing any data to Moesif.\n\n### Step 3: Invoke an API and Observe Insights on the Moesif Dashboard\n1. Invoke your API using the [Test REST Endpoints via the OpenAPI Console](https://wso2.com/choreo/docs/testing/test-rest-endpoints-via-the-openapi-console/) guide.\n2. After invoking the API, your Moesif dashboard will receive events, and you will see a notification confirming the data reception.\n3. Click **Next** on the notification, and optionally add team members (you can skip this step).\n4. Click **Finish** to complete the process. You can now view your API insights on the Moesif dashboard.\n\nBy following these steps, you will be able to leverage Moesif's analytics capabilities to gain insights into your API usage and performance.\n\nFor more detailed instructions, you can refer to the documentation: [Integrate Choreo with Moesif](https://wso2.com/choreo/docs/monitoring-and-insights/integrate-choreo-with-moesif/)."
What is the purpose of the diagnostics view in the Choreo observability dashboard?,"The diagnostics view in the Choreo observability dashboard serves the purpose of visualizing diagnostic data related to your deployed components. It allows you to analyze the performance and troubleshoot issues effectively. Specifically, the diagnostics view can show you:\n\n- The throughput and latencies of requests served over a specified period.\n- Logs generated within that timeframe, aiding in identifying anomalies or performance bottlenecks.\n- A flame graph representation that provides insights into the execution paths of your service, which can help pinpoint areas that may require optimization or are experiencing issues.\n\nThis functionality is crucial for monitoring and improving the performance of your services, ensuring that any potential problems can be diagnosed and addressed promptly.\n\nFor more detailed information about the observability features in Choreo, you can refer to the [Observability Overview](https://wso2.com/choreo/docs/monitoring-and-insights/observability-overview/)."
How can I view runtime logs in Choreo?,"To view runtime logs in the Choreo Console, you can follow these steps:\n\n1. **Access the Logs Page**: In the left navigation menu of the Choreo Console, click on **Observability** and then select **Runtime Logs**. This will display the runtime logs for your components.\n\n2. **Filtering Logs**: The runtime logs page provides the capability to apply filters based on various parameters, such as:\n   - **Log Level**: Choose from error, warn, info, or debug.\n   - **Log Type**: You can filter between application logs and gateway logs.\n   - **Environment**: Select the environment, such as development, staging, or production.\n\n3. **Viewing Logs**: By default, the logs displayed will be for the past 30 days. You can adjust the time range or apply other filter criteria to find specific log entries.\n\n### Understanding the Logs\n- **Application Logs**: Each entry includes details such as the timestamp, log level, component version, and environment name.\n- **Gateway Logs**: These logs include details about the request, such as the HTTP method, request path, response status code, and duration.\n\nFor more detailed guidance on viewing runtime logs, you can refer to the documentation [here](https://wso2.com/choreo/docs/monitoring-and-insights/view-logs/#runtime-logs)."
How can I view audit logs in Choreo?,"To view audit logs in the Choreo Console, follow these steps:\n\n1. In the Choreo Console, go to the top navigation menu and click **Organization**.\n2. In the left navigation menu, click **DevOps** and then select **Audit Logs**. This will display the audit logs for the past 30 days by default.\n3. You can apply filter criteria to view audit logs based on a specific time range or other requirements.\n\nAudit logs in Choreo provide insights into organization-level user-specific operations, such as project and component creation, updates, and deletions, as well as user management actions. \n\nPlease note that only organization administrators have default access to view audit logs. If other members require access, the administrator can create a role with the appropriate permissions and assign it to those members.\n\nFor further details, you can refer to the documentation [here](https://wso2.com/choreo/docs/monitoring-and-insights/view-logs/#audit-logs)."
How do I manage access to audit logs?,"To manage access controls for audit logs in Choreo, you need to follow these steps:\n\n### Step 1: Create a Role with Audit Log Access Permission\n1. In the Choreo Console, go to the top navigation menu and click **Organization**.\n2. In the left navigation menu, click **Settings**.\n3. On the **Organization** tab, click **Roles** and then click **+ Create Role**.\n4. Enter a name and description for the role.\n5. Click **Next**.\n6. In the **Create Role** dialog, select **LOG-MANAGEMENT** under **Permissions**.\n7. Click **Create**.\n\n### Step 2: Assign the Created Role to an Organization Member\n1. On the **Organization** tab, click **Members** to list the members of the organization.\n2. Click on a member who needs access to audit logs, and then click **+ Add Role**.\n3. Click to expand the **Roles** list and select the role you just created.\n4. Click **Add** to assign the selected role to the member.\n\nIf you want to invite new members and assign them the role:\n1. Click **+ Invite Member** and expand the **Roles** list.\n2. Select the role you created in Step 1.\n3. Enter the email addresses of the members you want to invite.\n4. Click **Invite** to send them an invitation email.\n\nBy following these steps, you can effectively manage access controls for audit logs in Choreo. For further details, you can refer to the documentation on [Managing Audit Log Access](https://wso2.com/choreo/docs/monitoring-and-insights/view-logs/#audit-logs)."
How long are audit logs retained in Choreo?,"In Choreo, the retention period for audit logs is designed to support compliance and security needs. Choreo retains audit logs for a total of **two years**. Specifically, it keeps the logs for one year actively and then archives them for an additional year.\n\nHere's a summary of the audit log retention:\n- **Active Retention**: 1 year\n- **Archived Retention**: 1 additional year\n- **Total Retention Period**: 2 years\n\nAudit logs capture organization-level user-specific operations and are vital for security and compliance. If you need further details about the types of operations logged, you can refer to the documentation.\n\nFor more information, you can check the relevant documentation [here](https://wso2.com/choreo/docs/monitoring-and-insights/view-logs/#audit-logs)."
How do I configure the CIO dashboard to include all DORA metrics?,"To configure the CIO dashboard in Choreo to include DORA metrics such as deployment frequency, lead time for changes, change failure rate, and time to restore service, follow these steps:\n\n### 1. Enabling DORA Metrics\nChoreo automatically enables two DORA metrics by default: **Deployment Frequency** and **Lead Time for Changes**. However, to include the other two metrics, **Change Failure Rate** and **Time to Restore Service**, you need to set up GitHub as your incident management system.\n\n### 2. Configure GitHub as the Incident Management System\nHere’s how to do it:\n\n- **Authorize Choreo to Access GitHub**:\n  1. On the **Add Integration** page in the CIO dashboard, select **GitHub**.\n  2. Click **Authorize with GitHub**.\n\n- **Configure the GitHub Repository**:\n  1. Choreo collects incident details from all repositories by default, but you can specify a particular repository.\n  2. Choose your GitHub account and the repository where you track incidents, then click **Next**.\n\n- **Set Up Filter Labels**:\n  - Define labels to identify incidents (e.g., `Type/Incident`) and optionally specify labels to ignore (e.g., `Resolution/Invalid`).\n  - Click **Save** to apply these settings.\n\n### 3. Enrich Incident Tickets with Deployment Information\nTo generate the DORA metrics effectively:\n- **Get Deployment Details**:\n  1. In the Choreo Console, select your project and component.\n  2. Navigate to **Deploy** > **Deployment History**.\n  3. Copy the relevant deployment details.\n\n- **Update GitHub Issues**:\n  1. Edit the relevant GitHub issue and paste the deployment information at the end of the issue body.\n  2. Save the changes.\n\n### 4. Viewing DORA Metrics\nAfter completing the configurations, the DORA metrics will be reflected in the CIO dashboard, including:\n- **Change Failure Rate**: Percentage of deployments causing failures.\n- **Time to Restore Service**: Time taken to recover from incidents.\nThese metrics will start appearing within approximately 30 minutes.\n\n### 5. Editing Configurations\nIf you need to adjust any configurations later, you can do so by selecting the edit option in the dashboard.\n\nBy following these steps, you will successfully configure the CIO dashboard to include all relevant DORA metrics.\n\nFor more detailed instructions, you can refer to the documentation [here](https://wso2.com/choreo/docs/monitoring-and-insights/delivery-insights/configure-dora-metrics/)."
What is the purpose of the filter label in the CIO dashboard configuration?,"The filter label in the CIO dashboard configuration serves to refine the incident tracking process by allowing Choreo to scrape issues associated with specific GitHub labels. Here's how it works:\n\n1. **Incident Label**: This is the label that Choreo uses to identify incidents. For example, you might use a label like `Type/Incident` to signify that an issue is indeed an incident that needs to be tracked.\n\n2. **Invalid Incident Label (Optional)**: This label helps you specify issues that you want Choreo to ignore. If an issue is marked with this label, Choreo will not scrape it and will skip over it. For instance, you could use a label like `Resolution/Invalid` for issues that were closed after determining they don't qualify as incidents, such as those resulting from user errors.\n\nBy configuring these labels, you can ensure that the incident data published to the CIO dashboard is relevant and meaningful, enhancing the DORA metrics displayed for your organization.\n\nOnce you have set the labels, clicking **Save** will enable incident data publishing in the background, leading to the appearance of DORA metric charts in the CIO dashboard, which include key indicators like Mean Time To Recover and Change Failure Rate.\n\nFor further details, you can refer to the documentation [here](https://wso2.com/choreo/docs/monitoring-and-insights/delivery-insights/configure-dora-metrics/#configuring-github-as-the-incident-management-system)."
How do I enrich incident tickets with deployment information for DORA metrics?,"To enrich incident tickets with deployment information for DORA metrics in Choreo, you can follow these steps:\n\n### Step 1: Configure GitHub as the Incident Management System\nBefore you can enrich incident tickets, ensure that GitHub is configured as your incident management system in Choreo. This configuration allows Choreo to collect incident details from your GitHub repository.\n\n1. **Authorize**: Authorize Choreo to access your GitHub repositories.\n2. **Configure**: Specify the GitHub account and repository from which Choreo should collect incident details.\n3. **Filter Label**: Set up labels to identify which issues are considered incidents.\n\n### Step 2: Get Deployment Details\n1. In the Choreo Console, select the project and the component related to the incident.\n2. Navigate to the **Deploy** section from the left menu.\n3. Click on the **Production Environment** card, then select **Deployment History**.\n4. Choose the relevant deployment on the right-hand side panel, and click **Release details** to copy the deployment information to your clipboard.\n\n### Step 3: Add Deployment Information to the GitHub Issue\n1. Go to the GitHub issue that you want to enrich with deployment information.\n2. Edit the issue and paste the deployment information you copied from Choreo at the end of the issue body.\n3. Click **Save** to update the issue.\n\nBy performing these steps, you will successfully enrich your incident tickets with deployment information, allowing you to analyze deployment statistics related to incidents and generate DORA metrics.\n\nOnce configured, DORA metric charts such as Mean Time To Recover and Change Failure Rate will appear in the CIO dashboard, providing insights into your deployment performance. \n\nFor more details, you can refer to the documentation: [Configuring GitHub as the incident management system](https://wso2.com/choreo/docs/monitoring-and-insights/delivery-insights/configure-dora-metrics/#configuring-github-as-the-incident-management-system)."
